,title,author,abstract,publication_year,doi,key,label_included,search,record_id
1568,Sluggish cognitive tempo and attention-deficit/hyperactivity disorder (ADHD) inattention in the home and school contexts: Parent and teacher invariance and cross-setting validity,"Burns, G. L.; Becker, S. P.; Servera, M.; del Mar Bernad, M.; García-Banda, G.","This study examined whether sluggish cognitive tempo (SCT) and attention-deficit/hyperactivity disorder (ADHD) inattention (IN) symptoms demonstrated cross-setting invariance and unique associations with symptom and impairment dimensions across settings (i.e., home SCT and ADHD-IN uniquely predicting school symptom and impairment dimensions, and vice versa). Mothers, fathers, primary teachers, and secondary teachers rated SCT, ADHD-IN, ADHD-hyperactivity/impulsivity (HI), oppositional defiant disorder (ODD), anxiety, depression, academic impairment, social impairment, and peer rejection dimensions for 585 Spanish 3rd-grade children (53% boys). Within-setting (i.e., mothers, fathers; primary, secondary teachers) and cross-settings (i.e., home, school) invariance was found for both SCT and ADHD-IN. From home to school, higher levels of home SCT predicted lower levels of school ADHD-HI and higher levels of school academic impairment after controlling for home ADHD-IN, whereas higher levels of home ADHD-IN predicted higher levels of school ADHD-HI, ODD, anxiety, depression, academic impairment, and peer rejection after controlling for home SCT. From school to home, higher levels of school SCT predicted lower levels of home ADHD-HI and ODD and higher levels of home anxiety, depression, academic impairment, and social impairment after controlling for school ADHD-IN, whereas higher levels of school ADHD-IN predicted higher levels of home ADHD-HI, ODD, and academic impairment after controlling for school SCT. Although SCT at home and school was able to uniquely predict symptom and impairment dimensions in the other setting, SCT at school was a better predictor than ADHD-IN at school of psychopathology and impairment at home. Findings provide additional support for SCT's validity relative to ADHD-IN.",2017.0,10.1037/pas0000325,D4VTHIZ4,0,additional,1569
1569,Prospective associations between meth/amphetamine (speed) and MDMA (ecstasy) use and depressive symptoms in secondary school students.,"Briere, Frederic N.; Fallu, Jean-Sebastien; Janosz, Michel; Pagani, Linda S.","BACKGROUND: Research has raised significant concern regarding the affective consequences of synthetic drug use. However, little evidence from well-controlled longitudinal studies exists on these consequences. The aim of this study was to determine whether use of meth/amphetamine (speed) and +/-3,4-methylenedioxymethamphetamine (MDMA, ecstasy) is independently predictive of subsequent depressive symptoms in adolescents. METHODS: A sample of 3880 adolescents from secondary schools in disadvantaged areas of Quebec, Canada, were followed over time (2003-2008). Logistic regression was used to test the association between meth/amphetamine and MDMA use in grade 10 (ages 15-16 years) and elevated depressive symptoms on an abridged Center for Epidemiologic Studies-Depression scale in grade 11, controlling for pre-existing individual and contextual characteristics. RESULTS: After adjustment, both MDMA use (OR 1.7, 95 \% CI 1.1 to 2.6) and meth/amphetamine use (OR 1.6, 95 \% CI 1.1 to 2.3) in grade 10 significantly increased the odds of elevated depressive symptoms in grade 11. These relationships did not vary by gender or pre-existing depressive symptoms. Increased risk was particularly observed in concurrent usage (OR 1.9, 95 \% CI 1.2 to 2.9). CONCLUSIONS: Adolescent use of meth/amphetamine and MDMA (particularly concurrent use) is independently associated with subsequent depressive symptoms. Further enquiry must determine whether these associations reflect drug-induced neurotoxicity and whether adolescence is a period of increased vulnerability to the hazards of synthetic drug exposure.",2012.0,10.1136/jech-2011-200706,XU2I9W5S,0,cognitive_additional,1570
1570,An observational study of cognitive function in patients with irritable bowel syndrome and inflammatory bowel disease,"Berrill, J. W.; Gallacher, J.; Hood, K.; Green, J. T.; Matthews, S. B.; Campbell, A. K.; Smith, A.","The effect of different degrees of conjugation of levan, dextran, pneumococcal polysaccharide SIII and the copolymer of D-glutamic acid and D-lysine with the 2,4-dinitrophenyl determinant (DNP) on the immunogenic and tolerogenic capacity of its haptenic conjugates was investigated in vitro. A strikingly uniform effect of hapten conjugation was observed despite the marked difference in the mol. wt. and structure (branched or linear) of the carrier molecules. Regarding the anti-DNP response, low density conjugates were immunogenic but not tolerogenic (even at high doses), higher conjugates were both, depending on concentration, while very high density conjugates were only tolerogenic. These results confirm and extend earlier findings made with DNP conjugates of polymeric flagellin and indicate the probable generality of this principle. Together with parallel in vivo studies (Eur. J. Immunol. 1975. 5:541), they reaffirm the importance of epitope density in the discrimination between immunity and tolerance.",2013.0,10.1111/nmo.12219,GV68YIWE,0,behavior,1571
1571,"Object relations, defensive operations, and affective states in narcissistic, borderline, and antisocial personality disorder.","Gacono, C. B.; Meloy, J. R.; Berg, J. L.","Rorschach data were used to psychometrically map the internal psychological operations of three Cluster B personality disorders, listed in the Diagnostic and Statistical Manual of Mental Disorders (3rd ed., rev. [DSM-III-R]; American Psychiatric Association, 1987), all of which may be organized at a borderline level. Psychopathic antisocial subjects (P-APDs) and narcissistic subjects (NPDs) were highly narcissistic. NPD subjects, however, produced more indices of anxiety and attachment capacity and fewer scores related to borderline object relations and damaged identity. P-APDs and borderline subjects (BPDs) produced similar mean numbers of borderline object relations; however, the BPDs were more anxious, produced more unsublimated aggressive and libidinal drive material, and evidenced greater potential for attachment. BPDs were also less narcissistic than both P-APDs and NPDs. Nonpsychopathic antisocial subjects (NP-APDs) were less borderline than P-APDs and BPDs, less narcissistic in terms of a stable grandiose self-structure than NPD and P-APDs, produced less evidence of attachment capacity than NPDs and BPDs but more than P-APDs, and were similar to BPDs in their proneness to anxiety. The outpatient NPDs and BPDs produced more idealization responses than the incarcerated antisocial personality disorder (APD) groups. We conclude that the behavioral descriptions offered for these three Cluster B personality disorders, when used in conjunction with information such as level of personality organization (Kernberg, 1984), level of psychopathy (Hare, 1980, 1985), and outpatient versus inpatient research settings, may have greater intrapsychic specificity than previously thought.",1992.0,10/cj65j7,ZXCTWNP9,0,psychodynamic,1572
1572,Self-regulation of anterior insula with real-time fMRI and its behavioral effects in obsessive-compulsive disorder: A feasibility study,"Buyukturkoglu, K.; Roettgers, H.; Sommer, J.; Rana, M.; Dietzsch, L.; Arikan, E. B.; Veit, R.; Malekshahi, R.; Kircher, T.; Birbaumer, N.; Sitaram, R.; Ruiz, S.","Introduction Obsessive-compulsive disorder (OCD) is a common and chronic condition that can have disabling effects throughout the patient's lifespan. Frequent symptoms among OCD patients include fear of contamination and washing compulsions. Several studies have shown a link between contamination fears, disgust over-reactivity, and insula activation in OCD. In concordance with the role of insula in disgust processing, new neural models based on neuroimaging studies suggest that abnormally high activations of insula could be implicated in OCD psychopathology, at least in the subgroup of patients with contamination fears and washing compulsions. Methods In the current study, we used a Brain Computer Interface (BCI) based on real-time functional magnetic resonance imaging (rtfMRI) to aid OCD patients to achieve down-regulation of the Blood Oxygenation Level Dependent (BOLD) signal in anterior insula. Our first aim was to investigate whether patients with contamination obsessions and washing compulsions can learn to volitionally decrease (down-regulate) activity in the insula in the presence of disgust/anxiety provoking stimuli. Our second aim was to evaluate the effect of down-regulation on clinical, behavioural and physiological changes pertaining to OCD symptoms. Hence, several pre- and post-training measures were performed, i.e., confronting the patient with a disgust/anxiety inducing real-world object (Ecological Disgust Test), and subjective rating and physiological responses (heart rate, skin conductance level) of disgust towards provoking pictures. Results Results of this pilot study, performed in 3 patients (2 females), show that OCD patients can gain self-control of the BOLD activity of insula, albeit to different degrees. In two patients positive changes in behaviour in the EDT were observed following the rtfMRI trainings. Behavioural changes were also confirmed by reductions in the negative valence and in the subjective perception of disgust towards symptom provoking images. Conclusion Although preliminary, results of this study confirmed that insula down-regulation is possible in patients suffering from OCD, and that volitional decreases of insula activation could be used for symptom alleviation in this disorder. Copyright:",2015.0,,MCLTDQQG,0,behavior,1573
1573,Psychosocial effects of the BOOT STRAP intervention in Navy recruits.,"Williams, A.; Hagerty, B. M.; Yousha, S. M.; Horrocks, J.; Hoyle, K. S.; Liu, D.; A, Williams; Bm, Hagerty; Sm, Yousha; J, Horrocks; Ks, Hoyle; D, Liu","The purpose of this prospective study was to investigate the effects of the Boot Camp Survival Training for Navy Re cruits--A Prescription (BOOT STRAP) intervention on stress depression, situational events, interpersonal factors, and recruit training performance. Divisions of Navy recruits were randomly selected and 801 recruits participated for the 9 weeks of their training. Recruits at risk for depression were randomly assigned to the intervention or nonintervention groups, and the remaining recruits served as the comparison group. The at-risk recruits who received the BOOT STRAP intervention significantly increased their sense of belonging, experienced less loneliness, used more problem-solving coping skills, and decreased insecure attachment by the end of recruit training. Percentages of recruits in the study success fully completing basic training were 84 \% of the comparison group, 86 \% of the intervention group, and only 74 \% of the nonintervention group. Results suggest that the BOOT STRAP intervention improves recruit functioning, strengthens train ing performance, helps reduce attrition, and may have impor tant implications for stress and depression interventions.",2004.0,,AJB9RLR8,0,psychodynamic,1574
1574,"Psychopathology and treatment of 30,344 twins in Sweden. I. The appropriateness of psychoactive drug treatment.","Allgulander, C.; Nowak, J.; Rice, J. P.","We studied whether regular treatment with tranquilizing and hypnotic drugs among 30,344 twins in Sweden 15-47 years old was associated with robust indicators of poor health. Longitudinal psychiatric diagnoses and subsequent suicides were analyzed with data from cross-sectional health questionnaires. Women were almost twice as likely to report medication, even those with psychiatric inpatient diagnoses. Within each of mental, somatic, and lifestyle domains, medication was more frequent among those with multiple problems. The partial odds for medication for those with a diagnosis of psychosis were 11.81, affective disorder 10.94, neurotic or personality disorder 11.09, alcoholism 5.00, and drug addiction 13.92. We conclude that reported regular treatment with tranquilizing and hypnotic drugs in young Swedish adults was significantly associated with diagnosed and subjective somatic and mental health problems, and thus largely in agreement with current peer guidelines. The reasons why women were more often treated than men requires further study.",1990.0,,7WJRQWQ5,0,personality,1575
1575,Phase II study of the PI3K inhibitor BKM120 in patients with advanced or recurrent endometrial carcinoma: a stratified type I-type II study from the GINECO group,"Heudel, P. E.; Fabbro, M.; Roemer-Becuwe, C.; Kaminsky, M. C.; Arnaud, A.; Joly, F.; Roche-Forestier, S.; Meunier, J.; Foa, C.; You, B.; et al.","Backround:Patients with metastatic endometrial carcinoma have a poor prognosis and PIK3CA mutations and amplifications are common in these cancers. This study evaluated the efficacy and safety of the pure PI3K inhibitor BKM120 in advanced or recurrent endometrial carcinoma.Methods:This phase II, multicentre, single‐arm, double strata (histological low grade (LG) or high grade (HG)) open‐label study enrolled patients with histologically confirmed advanced or recurrent endometrial carcinoma who had received not more than one prior chemotherapy regimen. Patients received initially BKM120 100mg tablets once daily. Primary end points were proportion of patients free of progression at 2 months (HG strata) or at 3 months (LG strata), objective response rate (ORR), and safety.Results:A total of 40 patients were enrolled, of whom 16 patients had received BKM120 at 100mg. Because of high toxicities (cutaneous rash (54%), depressive events (47%), and anxiety (40%), the IDMC has proposed to stop recruitment at 100mg and to continue the clinical trial with a lower dose of 60mg per day. In addition, 24 patients (median age 67 years old) were newly enrolled (14 in the LG strata and 10 in the HG strata). Rate of nonprogression at 2 months in the HG strata was 70% and at 3 months was 60% in the LG strata. Median progression‐free survival (PFS) for all patients is 4.5 months (CI 95% 2.8‐6.1), and the median PFS for LG strata is 8.3 months compared with 3.8 months for the HG strata. No response was reported. At 60mg per day, the most commonly reported treatment‐related adverse events (AEs) were hyperglycaemia (58%), cognitive (31%), digestive (28%), hepatic liver functions (26%), and rash (23%). The most commonly reported treatment‐related grade 3 AEs were HTA (17%), hyperglycaemia (17%), and increased alanine aminotransferase (24%). Five patients (21%) stopped BKM120 for toxicity.Conclusions:The BKM120 was associated with an unfavourable safety profile and minimal antitumour activity in monotherapy in advanced or recurrent endometrial carcinoma. The clinical trial was stopped before end of recruitment for toxicity.British Journal of Cancer advance online publication 10 January 2017; doi:10.1038/bjc.2016.430 www.bjcancer.com. Copyright © 2017 Cancer Research UK",2017.0,10.1038/bjc.2016.430,7X6PW4IN,0,additional,1576
1576,Stress and coping in children and adolescents with fibromyalgia.,"Libby, Christopher J.","Children and adolescents suffering from Juvenile Primary Fibromyalgia Syndrome (JPFS) are at an increased risk for a number of difficulties in psychological, social, and academic functioning. Identifying coping strategies that improve a child's ability to deal with stressful events and minimize functional disability and pain in JPFS is potentially important for the development of successful interventions. The main hypotheses of this investigation were that adaptive coping strategies, perceived social support, and self-efficacy would moderate the relationship between stressors and scores on each of three outcome variables. These three outcome variables were quality of life, depressive symptoms, and pain ratings. Furthermore, stressful life events and daily hassles scores were expected to be negatively correlated with quality of life scores and positively correlated with pain ratings. The participants for this study were 57 children and adolescents with JPFS, who were between the ages of 10 and 18 years, and their parents. Participants were recruited primarily from the rheumatology clinics at two large children's hospitals. The measures filled out by the child/adolescent included pain ratings on a Visual Analog Scale (Pain VAS), the Coping Strategies Questionnaire-Child Version (CSQ-C), the Children's Depression Inventory-Short Form (CDI-S), the Children's Hassles Scale (CHS), the Perceived Support from Family and Friends Scale (PSS), the Pediatric Quality of Life Inventory (PedsQL), and a modified Children's Arthritis Self-Efficacy Scale (CASE). Parents completed the Coddington Life Events Scale (CLES-A), a parent-rating PedsQL, and a demographics form. As predicted by a stress and coping model, daily hassles stress predicted the outcome measures of depression score and child-rated quality of life. This result showed that stress may exacerbate health outcomes in JPFS. As expected, self-efficacy moderated the relationship between daily hassles and depression. Catastrophic thinking and selfefficacy predicted child-rated quality of life, and self-efficacy predicted ratings of the worst pain in the past week. This study provided support for applying a stress and coping model to children and adolescents with JPFS. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2008.0,,9K9F536K,0,behavior,1577
1577,Clinical effects of the 5-HT1A partial agonists in depression: a composite analysis of buspirone in the treatment of depression,"Robinson, D. S.; Rickels, K.; Feighner, J.; Fabre, L. F.; Gammans, R. E.; Shrotriya, R. C.; Alms, D. R.; Andary, J. J.; Messina, M. E.",,1990.0,,7HUBFHJD,0,behavior,1578
1578,Specificity of problem-solving skills training in mothers of children newly diagnosed with cancer: Results of a multisite randomized clinical trial,"Sahler, Olle Jane Z.; Dolgin, Michael J.; Phipps, Sean; Fairclough, Diane L.; Askins, Martha A.; Katz, Ernest R.; Noll, Robert B.; Butler, Robert W.","PURPOSE: Diagnosis of cancer in a child can be extremely stressful for parents. Bright IDEAS, a problem-solving skills training (PSST) intervention, has been shown to decrease negative affectivity (anxiety, depression, post-traumatic stress symptoms) in mothers of newly diagnosed patients. This study was designed to determine the specificity of PSST by examining its direct and indirect (eg, social support) effects compared with a nondirective support (NDS) intervention. PATIENTS AND METHODS: This randomized clinical trial included 309 English- or Spanish-speaking mothers of children diagnosed 2 to 16 weeks before recruitment. Participants completed assessments prerandomization (T1), immediately postintervention (T2), and at 3-month follow-up (T3). Both PSST and NDS consisted of eight weekly 1-hour individual sessions. Outcomes included measures of problem-solving skill and negative affectivity. RESULTS: There were no significant between-group differences at baseline (T1). Except for level of problem-solving skill, which was directly taught in the PSST arm, outcome measures improved equally in both groups immediately postintervention (T2). However, at the 3-month follow-up (T3), mothers in the PSST group continued to show significant improvements in mood, anxiety, and post-traumatic stress; mothers in the NDS group showed no further significant gains. CONCLUSION: PSST is an effective and specific intervention whose beneficial effects continue to grow after the intervention ends. In contrast, NDS is an effective intervention while it is being administered, but its benefits plateau when active support is removed. Therefore, teaching coping skills at diagnosis has the potential to facilitate family resilience over the entire course of treatment.",2013.0,10.1200/JCO.2011.39.1870,LKCK5D3H,0,behavior,1579
1579,Relationship between FKBP5 polymorphisms and depression symptoms among kidney transplant recipients,"Shinozaki, G.; Jowsey, S.; Amer, H.; Biernacka, J. M.; Colby, C.; Walker, D.; Black, J.; Rundell, J.; Stegall, M.; Mrazek, D. A.","Background: Several polymorphisms in FK506 Binding Protein gene (FKBP5) and a history of child abuse have been shown to be associated with an increased risk for posttraumatic stress disorder (PTSD). It has also been demonstrated that the same polymorphisms of FKBP5 are associated with increased recurrence of depressive episodes and rapid response to antidepressant treatment. However, there are only limited numbers of studies replicating the polymorphisms as vulnerability factors for the development of mental illnesses, such as PTSD and depression after stressful life event, especially with a specific incidence, such as kidney transplant surgery. Methods: A retrospective analysis was conducted using the electronic medical records of 131 adult kidney transplant recipients. Depression severity after kidney transplantation was measured by PHQ-9, and stored blood was genotyped for variants in the Serotonin Transporter (SLC6A4), Brain-Derived Neurotrophic Factor, Catecholamine-O-Methyltransferase, Corticotropin-Releasing Hormone Receptor, and FKBP5 genes. Spearman correlations were used to test for association between genetic variants and depression severity. Results: The rare alleles at three out of four SNPs in FKBP5 (rs1360780, rs9296158, and rs9470080) were associated with increased PHQ-9 scores (P \textless .05), whereas the last FKBP5 SNP (rs3800373) showed a trend of association (P \textless .10). All four FKBP5 SNPs are in strong linkage disequilibrium. Although in a subgroup of Caucasian non-Hispanic subjects the association was not statistically significant, the direction of association was consistent with that observed in the entire sample as well as in previous studies. Polymorphisms in genes other than FKBP5 were not associated with PHQ-9 scores. Conclusions: Polymorphisms in FKBP5 may be associated with higher depression scores in kidney transplant recipients. \textcopyright 2011 Wiley Periodicals, Inc.",2011.0,10.1002/da.20879,S7N5G359,0,diathesis,1580
1580,A community-based approach to preventing youth violence: what can we learn from the playground?,"Drabick, D. A.; Baugh, D.","Aggression, bullying, and victimization represent tremendous public health concerns among youth. These behaviors occur frequently in unstructured settings, such as the playground. Direct observations of the playground permit examination of these peer processes and are readily accomplished using community-based participatory research (CBPR). To present alternative viewpoints regarding the use of playground observations to evaluate peer aggression, bullying, and victimization. We used a (1) child-specific observational coding system and (2) naturalistic observation of the playground to examine playground behaviors. Peer-child processes have differential associations with conduct disorder (CD) and depression symptoms. Group-based observations suggested a number of strengths and some areas that would be amenable to intervention. A CBPR framework is useful for identifying youth involved in bullying and victimization; providing immediate support, interventions, and problem-solving strategies; and predicting potential negative outcomes, which can inform violence prevention and intervention efforts.",2010.0,,VXCH2V7G,0,behavior,1581
1581,MMPI characteristics of borderline personality inpatients,"Evans, R. W.; Ruff, R. M.; Braff, D. L.; Ainsworth, T. L.","MMPI (Form R) profiles of psychiatric inpatients (N=45) meeting DSM-III criteria for borderline personality disorder were compared with chronic schizophrenic inpatients (N=48) and with inpatients with acute psychotic illness (N=20). Profile shape was similar among the three groups, although the borderline sample showed significantly higher elevations on four of the 10 clinical scales - Depression, Hysteria, Psychopathic Deviate, and Psychasthenia - when compared to the chronic schizophrenic cohorts. The borderline sample showed only one significant deviation on the clinical scales when compared to the acute psychotic sample as evidenced by a higher elevation on the Psychopathic Deviate scale. Clinically, the borderline MMPI responses suggest features of irritability, hostility and resentfulness. On the validity scales, the borderline sample showed a significantly lower score on the L scale when compared to both comparison groups, although all of the groups' L scale scores were within conventional limits. While significant differences between groups did not emerge on the F scale, the borderline sample attained a clinically elevated score suggestive of weakened ego defenses and unconventional thinking. Analysis was also performed of a composite measure of psychoticism probability (the Goldberg Index) between groups. While the borderline and acute psychotic samples showed Goldberg indices suggestive of increasing likelihood for psychotic illness, the chronic schizophrenic group yielded a Goldberg Index significantly greater than both of the other groups, thus confirming the validity of the hypothesis. Finally, the MMPI borderline profiles were also compared to previously published norms of borderline outpatients and veteran borderline inpatients. Results of these analyses yielded several significant scale differences. Clinical impressions from these group differences suggest that veteran borderline inpatients are more likely to present psychotic-like symptoms while outpatient borderline MMPI responses suggest significantly fewer psychotic symptoms when compared to their inpatient peers. Implications of these findings are discussed.",1984.0,,IVF68LBM,0,personality,1582
1582,Resting state low-frequency fluctuations in prefrontal cortex reflect degrees of harm avoidance and novelty seeking: An exploratory NIRS study,"Nakao, T.; Matsumoto, T.; Shimizu, D.; Morita, M.; Yoshimura, S.; Northoff, G.; Morinobu, S.; Okamoto, Y.; Yamawaki, S.","Harm avoidance (HA) and novelty seeking (NS) are temperament dimensions defined by Temperament and Character Inventory (TCI), respectively, reflecting a heritable bias for intense response to aversive stimuli or for excitement in response to novel stimuli. High HA is regarded as a risk factor for major depressive disorder and anxiety disorder. In contrast, higher NS is linked to increased risk for substance abuse and pathological gambling disorder. A growing body of evidence suggests that patients with these disorders show abnormality in the power of slow oscillations of resting-state brain activity. It is particularly interesting that previous studies have demonstrated that resting state activities in medial prefrontal cortex (MPFC) are associated with HA or NS scores, although the relation between the power of resting state slow oscillations and these temperament dimensions remains poorly elucidated. This preliminary study investigated the biological bases of these temperament traits by particularly addressing the resting state low-frequency fluctuations in MPFC. Regional hemodynamic changes in channels covering MPFC during 5-min resting states were measured from 22 healthy participants using near-infrared spectroscopy (NIRS). These data were used for correlation analyses. Results show that the power of slow oscillations during resting state around the dorsal part of MPFC is negatively correlated with the HA score. In contrast, NS was positively correlated with the power of resting state slow oscillations around the ventral part of MPFC. These results suggest that the powers of slow oscillation at rest in dorsal or ventral MPFC, respectively, reflect the degrees of HA and NS. This exploratory study therefore uncovers novel neural bases of HA and NS. We discuss a neural mechanism underlying aversion-related and reward-related processing based on results obtained from this study. \ \textcopyright \ 2013 Nakao, Matsumoto, Shimizu, Morita, Yoshimura, Northoff, Morinobu, Okamoto and Yamawaki.",2013.0,,WNY4ZHVR,0,personality,1583
1583,Regulation of cognitive processes through perceived self-efficacy.,"Bandura, Albert","The articles included in the special series in this issue of Developmental Psychology demonstrate that perceived self-efficacy for memory functioning is an important facet of metamemory. Self-beliefs of efficacy can enhance or impair performance through their effects on cognitive, affective, or motivational intervening processes. This commentary addresses a number of issues concerning the extension of self-efficacy theory to memory functioning. These include the following: the multidimensionality and measurement of perceived memory capabilities; the veridicality of memory self-appraisal; the efficacious exercise of personal control over memory functioning; the psychosocial processes by which people preserve a favorable sense of memory self-efficacy over the life span; and strategies for generalizing the impact of training in memory skills. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,93IJ4JBV,0,behavior,1584
1584,Learning from Positive and Negative Monetary Feedback in Patients with Alcohol Dependence,"Rustemeier, M.; Rmling, J.; Czybulka, C.; Reymann, G.; Daum, I.; Bellebaum, C.","Background: Chronic and excessive consumption of alcohol is associated with structural, physiological, and functional changes in multiple regions of the human brain including the prefrontal cortex, the medial temporal lobe, and the structures of the reward system. The present study aimed to assess the ability of alcohol-dependent patients (ADP) to learn probabilistic stimulus-reward contingencies and to transfer the acquired knowledge to new contexts. During transfer, the relative preference to learn from positive or negative feedback was also assessed. Methods: Twenty-four recently detoxified ADP and 20 healthy controls engaged in a feedback learning task with monetary rewards. The learning performance per se and transfer performance including positive versus negative learning were examined, as well as the relationship between different learning variables and variables comprising alcohol and nicotine consumption patterns, depression, and personality traits (harm avoidance and impulsivity). Results: Patients did not show a significant general learning deficit in the acquisition of stimulus-response-outcome associations. Fifteen healthy subjects and 13 patients reached the transfer phase, in which ADP showed generally lower performance than healthy controls. There was no specific deficit with regard to learning from positive or negative feedback. The only near-significant (negative) correlation between learning variables and drug consumption patterns, depression, and personality traits emerged for harm avoidance and positive learning in controls. Conclusions: Impaired transfer performance suggests that ADP had problems applying their acquired knowledge in a new context. Potential relations to dysfunctions of specific brain structures and implications of the finding for therapy are discussed. \ \textcopyright \ 2012 by the Research Society on Alcoholism.",2012.0,,RG3PSDEQ,0,personality,1585
1585,The COPE program: a strategy to improve outcomes of critically ill young children and their parents.,"Bm, Melnyk; Lj, Alpert-Gillis",,1998.0,,IB9TTKXK,0,diathesis,1586
1586,Models for treatment of depression.,"Miller, Patricia","Describes major psychodynamic and cognitive models of depression and illustrates them in 3 case examples. Freud first recognized the relationship between emotional reactions to significant loss and depression and posited that major depression (melancholia) is due to aggression turned against the self. R. Butler (1982) suggests that a life review of unresolved conflict and loss is important in the treatment of depression. E. Bibring (1961) associated depression with real or perceived helplessness and its accompanying loss of self-esteem. A. Beck's (1967) cognitive model suggests that depression is related to negative perceptions of the self-environment interaction, the self, and/or the future. Each of these models has implications for the treatment of depression in the elderly. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,10/fh82hn,UN6PV7UB,0,psychodynamic,1587
1587,Lurasidone for the treatment of major depressive disorder with mixed features: do manic symptoms moderate treatment response?,"Pikalov, A.; Goldberg, J.; Siu, C.; Mao, Y.; Tsai, J.; Loebel, A.","Introduction: Manic symptoms below the threshold for hypo‐mania (mixed features) are common in individuals with major depressive disorder. This form of depression is of ten severe and associated with an increased risk for recurrence, suicide attempts, substance abuse, and functional disability. This post‐hoc analysis evaluated whether the efficacy of lurasidone in major depressive disorder (MDD) with mixed features is moderated by the number and characteristics of manic symptoms present at study baseline. Methods: Patients meeting DSM‐IV‐TR criteria for MDD who presented with two or three manic symptoms (consistent with the DSM‐5 mixed features specifier) were randomly assigned to 6 weeks of double‐blind treatment with either lurasidone 20‐60 mg/d (N=109) or placebo (N=100). Three non‐specific mood symptoms (irritability, distractibility and aggressive behavior) were treated as manic symptoms for the purpose of this analysis; these were examined together with the seven DSM‐5 specified manic symptoms. Finite mixture models were applied to identify latent class patterns of these 10 baseline manic symptoms. Results: Three latent class profiles were identified: 105 (50.5%) patients had manic symptom prof ile 1 (MIX 1) with mean MADRS 33.0, mean YMRS 9.2, mean number of manic symptoms 3.8; 63 (30.3%) patients had manic symptom prof ile 2 (MIX 2) with similar MADRS (32.4) and YMRS (9.3) and number of manic symptoms 3.5; 40 patients had manic symptom prof ile 3 (MIX 3) with significantly higher severity in MADRS (35) and YMRS (14.9) and number of manic symptoms 4.6. The largest treatment effect size for improvement in YMRS score was observed in latent class (MIX 3) which had both the highest number of manic symptoms and highest overall YMRS score at study baseline. Significant moderating effects on change in YMRS score were observed for the ""decreased need for sleep"" symptom and the mixed feature latent class, with greater lurasidone effect sizes (vs. placebo) found in MIX 3 subgroup and patients without the sleep symptom (p < 0.05). The network analysis suggests that the manic symptoms ""elevated mood"" (YMRS item 1) and/or ""increased motor activity energy"" (YMRS item 2), which are both linked to ""sleep"" symptoms (overlapping bridge symptoms in mania and depression), are pivotal in the network structure of MDD with mixed features and may function as cardinal symptoms that can influence overall treatment response. Conclusions: In this post‐hoc analysis of a placebo‐controlled trial involving MDD patients with mixed features, certain manic symptoms were found to be significantly associated with improvement in manic and depressive symptoms and to moderate the treatment effect on treatment outcomes. Our findings suggest that baseline mixed feature profiles based on the number, nature, and severity of manic symptoms can have moderator effects on treatment outcomes. Further research is needed to confirm the impact of specific symptoms on treatment outcome in patients with major depressive disorder with mixed features.",2017.0,,UWMLIQ38,0,additional,1588
1588,Vision-related quality of life and Appearance concerns are associated with anxiety and depression after eye enucleation: A cross-sectional study,"Ye, J.; Lou, L.; Jin, K.; Xu, Y.; Ye, X.; Moss, T.; McBain, H.","Aims: To investigate the association of demographic, clinical and psychosocial variables with levels of anxiety and depression in participants wearing an ocular prosthesis after eye enucleation. Methods: This cross-sectional study included 195 participants with an enucleated eye who were attending an ophthalmic clinic for prosthetic rehabilitation between July and November 2014. Demographic and clinical data, and self-reported feelings of shame, sadness and anger were collected. Participants also completed the National Eye Institute Visual Function Questionnaire, the Facial Appearance subscale of the Negative Physical Self Scale, and the Hospital Anxiety and Depression Scale. Regression models were used to identify the factors associated with anxiety and depression. Results: The proportion of participants with clinical anxiety was 11.8 \% and clinical depression 13.8 \% . More anxiety and depression were associated with poorer vision-related quality of life and greater levels of appearance concerns. Younger age was related to greater levels of anxiety. Less educated participants and those feeling more angry about losing an eye are more prone to experience depression. Clinical variables were unrelated to anxiety or depression. Conclusions: Anxiety and depression are more prevalent in eye-enucleated patients than the general population, which brings up the issues of psychiatric support in these patients. Psychosocialrather than clinical characteristics were associated with anxiety and depression. Longitudinal studies need to be conducted to further elucidate the direction of causality before interventions to improve mood states are developed. Copyright:",2015.0,,48PTEG4A,0,psychodynamic,1589
